date,hour,demand
08-05-2019,0,43
08-05-2019,1,23
08-05-2019,6,59
08-05-2019,7,58
08-05-2019,8,109
08-05-2019,9,72
08-05-2019,10,92
08-05-2019,11,75
08-05-2019,12,81
08-05-2019,13,39
08-05-2019,14,109
08-05-2019,15,36
08-05-2019,16,55
08-05-2019,17,80
08-05-2019,18,49
08-05-2019,19,36
08-05-2019,20,68
08-05-2019,21,55
08-05-2019,22,46
08-05-2019,23,15
09-05-2019,0,21
09-05-2019,6,101
09-05-2019,7,71
09-05-2019,8,42
09-05-2019,9,95
09-05-2019,10,69
09-05-2019,11,47
09-05-2019,12,52
09-05-2019,13,53
09-05-2019,14,115
09-05-2019,15,78
09-05-2019,16,41
09-05-2019,17,37
09-05-2019,18,62
09-05-2019,19,60
09-05-2019,20,104
09-05-2019,21,78
09-05-2019,22,23
09-05-2019,23,38
10-05-2019,1,65
10-05-2019,2,69
10-05-2019,5,93
10-05-2019,6,57
10-05-2019,7,31
10-05-2019,8,113
10-05-2019,9,98
10-05-2019,10,112
10-05-2019,11,114
10-05-2019,12,68
10-05-2019,13,56
10-05-2019,14,82
10-05-2019,15,112
10-05-2019,16,63
10-05-2019,17,2
10-05-2019,18,86
10-05-2019,19,13
10-05-2019,20,14
10-05-2019,21,101
10-05-2019,22,82
10-05-2019,23,76
11-05-2019,0,35
11-05-2019,1,111
11-05-2019,3,59
11-05-2019,4,84
11-05-2019,5,65
11-05-2019,7,14
11-05-2019,8,102
11-05-2019,9,79
11-05-2019,10,49
11-05-2019,11,55
11-05-2019,12,62
11-05-2019,13,90
11-05-2019,14,54
11-05-2019,15,59
11-05-2019,16,60
11-05-2019,17,100
11-05-2019,18,118
11-05-2019,19,122
11-05-2019,20,28
11-05-2019,21,44
11-05-2019,22,86
11-05-2019,23,90
12-05-2019,0,32
12-05-2019,1,60
12-05-2019,2,36
12-05-2019,3,77
12-05-2019,8,65
12-05-2019,9,71
12-05-2019,10,74
12-05-2019,11,133
12-05-2019,12,53
12-05-2019,13,76
12-05-2019,14,106
12-05-2019,15,134
12-05-2019,16,157
12-05-2019,17,59
12-05-2019,18,47
12-05-2019,19,101
12-05-2019,20,60
12-05-2019,21,102
12-05-2019,22,33
12-05-2019,23,7
13-05-2019,0,29
13-05-2019,2,24
13-05-2019,3,18
13-05-2019,4,19
13-05-2019,6,29
13-05-2019,7,85
13-05-2019,8,33
13-05-2019,9,111
13-05-2019,10,34
13-05-2019,11,66
13-05-2019,12,69
13-05-2019,13,98
13-05-2019,14,68
13-05-2019,15,31
13-05-2019,16,93
13-05-2019,17,22
13-05-2019,18,56
13-05-2019,19,76
13-05-2019,20,58
13-05-2019,21,69
13-05-2019,22,11
13-05-2019,23,8
14-05-2019,2,34
14-05-2019,6,13
14-05-2019,7,109
14-05-2019,8,18
14-05-2019,9,108
14-05-2019,10,100
14-05-2019,11,59
14-05-2019,12,63
14-05-2019,13,30
14-05-2019,14,113
14-05-2019,15,32
14-05-2019,16,28
14-05-2019,17,78
14-05-2019,18,108
14-05-2019,19,100
14-05-2019,20,67
14-05-2019,21,74
14-05-2019,22,9
15-05-2019,1,27
15-05-2019,5,72
15-05-2019,6,25
15-05-2019,7,53
15-05-2019,8,105
15-05-2019,9,107
15-05-2019,10,63
15-05-2019,11,57
15-05-2019,12,52
15-05-2019,13,33
15-05-2019,14,42
15-05-2019,15,69
15-05-2019,16,61
15-05-2019,17,115
15-05-2019,18,62
15-05-2019,19,26
15-05-2019,20,71
15-05-2019,21,69
15-05-2019,22,76
16-05-2019,0,76
16-05-2019,6,68
16-05-2019,7,76
16-05-2019,8,58
16-05-2019,9,36
16-05-2019,10,47
16-05-2019,11,66
16-05-2019,12,46
16-05-2019,13,35
16-05-2019,14,67
16-05-2019,15,72
16-05-2019,16,31
16-05-2019,17,36
16-05-2019,18,113
16-05-2019,19,67
16-05-2019,20,27
16-05-2019,21,59
16-05-2019,22,97
17-05-2019,0,21
17-05-2019,1,51
17-05-2019,5,88
17-05-2019,6,71
17-05-2019,7,15
17-05-2019,8,75
17-05-2019,9,27
17-05-2019,10,33
17-05-2019,11,53
17-05-2019,12,96
17-05-2019,13,85
17-05-2019,14,43
17-05-2019,15,84
17-05-2019,16,93
17-05-2019,17,31
17-05-2019,18,116
17-05-2019,19,108
17-05-2019,20,108
17-05-2019,21,64
17-05-2019,22,25
17-05-2019,23,102
18-05-2019,0,41
18-05-2019,1,86
18-05-2019,2,49
18-05-2019,4,81
18-05-2019,6,5
18-05-2019,8,88
18-05-2019,9,100
18-05-2019,10,124
18-05-2019,11,40
18-05-2019,12,59
18-05-2019,13,146
18-05-2019,14,54
18-05-2019,15,91
18-05-2019,16,137
18-05-2019,17,127
18-05-2019,18,130
18-05-2019,19,53
18-05-2019,20,71
18-05-2019,21,64
18-05-2019,22,50
18-05-2019,23,59
19-05-2019,0,35
19-05-2019,1,82
19-05-2019,2,52
19-05-2019,3,49
19-05-2019,7,103
19-05-2019,8,92
19-05-2019,9,51
19-05-2019,10,120
19-05-2019,11,72
19-05-2019,12,115
19-05-2019,13,148
19-05-2019,14,128
19-05-2019,15,56
19-05-2019,16,124
19-05-2019,17,72
19-05-2019,18,135
19-05-2019,19,111
19-05-2019,20,99
19-05-2019,21,76
19-05-2019,22,63
19-05-2019,23,24
20-05-2019,0,101
20-05-2019,6,51
20-05-2019,7,85
20-05-2019,8,72
20-05-2019,9,44
20-05-2019,10,43
20-05-2019,11,103
20-05-2019,12,101
20-05-2019,13,101
20-05-2019,14,21
20-05-2019,15,63
20-05-2019,16,111
20-05-2019,17,42
20-05-2019,18,130
20-05-2019,19,100
20-05-2019,20,69
20-05-2019,21,62
20-05-2019,22,55
20-05-2019,23,68
21-05-2019,0,57
21-05-2019,5,20
21-05-2019,6,76
21-05-2019,7,87
21-05-2019,8,83
21-05-2019,9,102
21-05-2019,10,51
21-05-2019,11,51
21-05-2019,12,54
21-05-2019,13,46
21-05-2019,14,71
21-05-2019,15,101
21-05-2019,16,34
21-05-2019,17,68
21-05-2019,18,32
21-05-2019,19,117
21-05-2019,20,98
21-05-2019,21,84
21-05-2019,22,53
21-05-2019,23,103
22-05-2019,0,31
22-05-2019,1,20
22-05-2019,6,18
22-05-2019,7,104
22-05-2019,8,117
22-05-2019,9,79
22-05-2019,10,96
22-05-2019,11,79
22-05-2019,12,116
22-05-2019,13,36
22-05-2019,14,92
22-05-2019,15,24
22-05-2019,16,108
22-05-2019,17,43
22-05-2019,18,39
22-05-2019,19,114
22-05-2019,20,109
22-05-2019,21,96
22-05-2019,22,10
22-05-2019,23,107
23-05-2019,0,101
23-05-2019,3,49
23-05-2019,5,20
23-05-2019,6,68
23-05-2019,7,72
23-05-2019,8,32
23-05-2019,9,64
23-05-2019,10,46
23-05-2019,11,53
23-05-2019,12,69
23-05-2019,13,49
23-05-2019,14,62
23-05-2019,15,92
23-05-2019,16,60
23-05-2019,17,132
23-05-2019,18,122
23-05-2019,19,84
23-05-2019,20,32
23-05-2019,21,67
23-05-2019,22,72
23-05-2019,23,31
24-05-2019,0,31
24-05-2019,1,43
24-05-2019,2,49
24-05-2019,6,98
24-05-2019,7,53
24-05-2019,8,45
24-05-2019,9,34
24-05-2019,10,14
24-05-2019,11,108
24-05-2019,12,102
24-05-2019,13,95
24-05-2019,14,109
24-05-2019,15,109
24-05-2019,16,104
24-05-2019,17,103
24-05-2019,18,105
24-05-2019,19,45
24-05-2019,20,31
24-05-2019,21,43
24-05-2019,22,65
24-05-2019,23,66
25-05-2019,0,98
25-05-2019,1,56
25-05-2019,2,71
25-05-2019,3,96
25-05-2019,4,40
25-05-2019,5,7
25-05-2019,7,40
25-05-2019,8,75
25-05-2019,9,42
25-05-2019,10,65
25-05-2019,11,115
25-05-2019,12,166
25-05-2019,13,107
25-05-2019,14,122
25-05-2019,15,111
25-05-2019,16,126
25-05-2019,17,121
25-05-2019,18,70
25-05-2019,19,74
25-05-2019,20,98
25-05-2019,21,110
25-05-2019,22,40
25-05-2019,23,13
26-05-2019,0,68
26-05-2019,1,33
26-05-2019,2,94
26-05-2019,3,55
26-05-2019,5,82
26-05-2019,6,25
26-05-2019,7,14
26-05-2019,8,16
26-05-2019,9,94
26-05-2019,10,90
26-05-2019,11,114
26-05-2019,12,128
26-05-2019,13,127
26-05-2019,14,114
26-05-2019,15,119
26-05-2019,16,77
26-05-2019,17,115
26-05-2019,18,99
26-05-2019,19,77
26-05-2019,20,91
26-05-2019,21,102
26-05-2019,22,67
26-05-2019,23,75
27-05-2019,2,9
27-05-2019,5,84
27-05-2019,6,46
27-05-2019,7,25
27-05-2019,8,122
27-05-2019,9,124
27-05-2019,10,64
27-05-2019,11,104
27-05-2019,12,109
27-05-2019,13,99
27-05-2019,14,100
27-05-2019,15,23
27-05-2019,16,100
27-05-2019,17,116
27-05-2019,18,72
27-05-2019,19,90
27-05-2019,20,18
27-05-2019,21,15
27-05-2019,22,96
27-05-2019,23,79
28-05-2019,1,64
28-05-2019,2,51
28-05-2019,3,62
28-05-2019,6,46
28-05-2019,7,90
28-05-2019,8,28
28-05-2019,9,30
28-05-2019,10,92
28-05-2019,11,83
28-05-2019,12,29
28-05-2019,13,44
28-05-2019,14,113
28-05-2019,15,71
28-05-2019,16,76
28-05-2019,17,75
28-05-2019,18,122
28-05-2019,19,20
28-05-2019,20,81
28-05-2019,21,39
28-05-2019,22,107
28-05-2019,23,76
29-05-2019,0,22
29-05-2019,3,78
29-05-2019,6,49
29-05-2019,7,18
29-05-2019,8,88
29-05-2019,9,88
29-05-2019,10,91
29-05-2019,11,113
29-05-2019,12,50
29-05-2019,13,65
29-05-2019,14,106
29-05-2019,15,17
29-05-2019,16,52
29-05-2019,17,89
29-05-2019,18,135
29-05-2019,19,73
29-05-2019,20,41
29-05-2019,21,35
29-05-2019,22,97
29-05-2019,23,27
30-05-2019,0,38
30-05-2019,1,59
30-05-2019,3,45
30-05-2019,6,84
30-05-2019,7,107
30-05-2019,8,100
30-05-2019,9,109
30-05-2019,10,105
30-05-2019,11,87
30-05-2019,12,71
30-05-2019,13,85
30-05-2019,14,78
30-05-2019,15,86
30-05-2019,16,96
30-05-2019,17,131
30-05-2019,18,96
30-05-2019,19,93
30-05-2019,20,80
30-05-2019,21,65
30-05-2019,22,34
30-05-2019,23,86
31-05-2019,0,19
31-05-2019,1,38
31-05-2019,2,73
31-05-2019,3,76
31-05-2019,5,11
31-05-2019,6,3
31-05-2019,7,51
31-05-2019,8,104
31-05-2019,9,132
31-05-2019,10,131
31-05-2019,11,71
31-05-2019,12,79
31-05-2019,13,95
31-05-2019,14,170
31-05-2019,15,163
31-05-2019,16,209
31-05-2019,17,126
31-05-2019,18,166
31-05-2019,19,114
31-05-2019,20,155
31-05-2019,21,242
31-05-2019,22,152
31-05-2019,23,97
01-06-2019,0,35
01-06-2019,1,19
01-06-2019,2,59
01-06-2019,3,36
01-06-2019,6,69
01-06-2019,7,59
01-06-2019,8,75
01-06-2019,9,118
01-06-2019,10,118
01-06-2019,11,199
01-06-2019,12,229
01-06-2019,13,284
01-06-2019,14,227
01-06-2019,15,227
01-06-2019,16,132
01-06-2019,17,149
01-06-2019,18,217
01-06-2019,19,170
01-06-2019,20,153
01-06-2019,21,213
01-06-2019,22,161
01-06-2019,23,157
02-06-2019,0,38
02-06-2019,1,78
02-06-2019,2,96
02-06-2019,3,77
02-06-2019,6,7
02-06-2019,7,59
02-06-2019,8,40
02-06-2019,9,85
02-06-2019,10,137
02-06-2019,11,213
02-06-2019,12,165
02-06-2019,13,212
02-06-2019,14,163
02-06-2019,15,174
02-06-2019,16,205
02-06-2019,17,188
02-06-2019,18,187
02-06-2019,19,115
02-06-2019,20,154
02-06-2019,21,211
02-06-2019,22,97
02-06-2019,23,30
03-06-2019,0,53
03-06-2019,1,21
03-06-2019,2,72
03-06-2019,3,67
03-06-2019,4,33
03-06-2019,6,29
03-06-2019,7,69
03-06-2019,8,122
03-06-2019,9,101
03-06-2019,10,59
03-06-2019,11,67
03-06-2019,12,84
03-06-2019,13,122
03-06-2019,14,57
03-06-2019,15,135
03-06-2019,16,85
03-06-2019,17,106
03-06-2019,18,104
03-06-2019,19,109
03-06-2019,20,28
03-06-2019,21,101
03-06-2019,22,8
03-06-2019,23,16
04-06-2019,0,36
04-06-2019,6,53
04-06-2019,7,114
04-06-2019,8,39
04-06-2019,9,96
04-06-2019,10,122
04-06-2019,11,100
04-06-2019,12,21
04-06-2019,13,83
04-06-2019,14,62
04-06-2019,15,67
04-06-2019,16,135
04-06-2019,17,63
04-06-2019,18,98
04-06-2019,19,65
04-06-2019,20,58
04-06-2019,21,50
04-06-2019,22,34
04-06-2019,23,70
05-06-2019,0,92
05-06-2019,6,14
05-06-2019,7,89
05-06-2019,8,83
05-06-2019,9,37
05-06-2019,10,99
05-06-2019,11,76
05-06-2019,12,64
05-06-2019,13,90
05-06-2019,14,132
05-06-2019,15,104
05-06-2019,16,55
05-06-2019,17,104
05-06-2019,18,47
05-06-2019,19,34
05-06-2019,20,60
05-06-2019,21,31
05-06-2019,22,48
05-06-2019,23,9
06-06-2019,0,91
06-06-2019,5,48
06-06-2019,6,20
06-06-2019,7,31
06-06-2019,8,24
06-06-2019,9,16
06-06-2019,10,81
06-06-2019,11,94
06-06-2019,12,78
06-06-2019,13,63
06-06-2019,14,92
06-06-2019,15,126
06-06-2019,16,50
06-06-2019,17,149
06-06-2019,18,140
06-06-2019,19,103
06-06-2019,20,36
06-06-2019,21,63
06-06-2019,22,16
06-06-2019,23,107
07-06-2019,0,69
07-06-2019,1,89
07-06-2019,2,15
07-06-2019,6,78
07-06-2019,7,92
07-06-2019,8,52
07-06-2019,9,45
07-06-2019,10,66
07-06-2019,11,100
07-06-2019,12,131
07-06-2019,13,122
07-06-2019,14,172
07-06-2019,15,160
07-06-2019,16,140
07-06-2019,17,75
07-06-2019,18,118
07-06-2019,19,79
07-06-2019,20,105
07-06-2019,21,275
07-06-2019,22,141
07-06-2019,23,38
08-06-2019,0,16
08-06-2019,1,57
08-06-2019,2,40
08-06-2019,4,12
08-06-2019,6,39
08-06-2019,8,63
08-06-2019,10,78
08-06-2019,11,73
08-06-2019,12,161
08-06-2019,13,214
08-06-2019,14,244
08-06-2019,15,230
08-06-2019,16,186
08-06-2019,17,120
08-06-2019,18,164
08-06-2019,19,83
08-06-2019,20,176
08-06-2019,21,246
08-06-2019,22,98
08-06-2019,23,123
09-06-2019,0,108
09-06-2019,1,50
09-06-2019,2,72
09-06-2019,4,85
09-06-2019,5,13
09-06-2019,7,68
09-06-2019,8,43
09-06-2019,9,25
09-06-2019,10,64
09-06-2019,11,159
09-06-2019,12,227
09-06-2019,13,270
09-06-2019,14,175
09-06-2019,15,234
09-06-2019,16,222
09-06-2019,17,102
09-06-2019,18,185
09-06-2019,19,138
09-06-2019,20,152
09-06-2019,21,194
09-06-2019,22,116
09-06-2019,23,121
10-06-2019,0,49
10-06-2019,1,65
10-06-2019,2,9
10-06-2019,4,5
10-06-2019,6,7
10-06-2019,7,96
10-06-2019,8,21
10-06-2019,9,12
10-06-2019,10,116
10-06-2019,11,125
10-06-2019,12,130
10-06-2019,13,91
10-06-2019,14,136
10-06-2019,15,107
10-06-2019,16,164
10-06-2019,17,87
10-06-2019,18,43
10-06-2019,19,100
10-06-2019,20,88
10-06-2019,21,95
10-06-2019,22,64
10-06-2019,23,33
11-06-2019,0,12
11-06-2019,1,8
11-06-2019,6,42
11-06-2019,7,35
11-06-2019,8,50
11-06-2019,9,117
11-06-2019,10,44
11-06-2019,11,69
11-06-2019,12,64
11-06-2019,13,102
11-06-2019,14,37
11-06-2019,15,124
11-06-2019,16,82
11-06-2019,17,145
11-06-2019,18,105
11-06-2019,19,102
11-06-2019,20,68
11-06-2019,21,50
11-06-2019,22,62
11-06-2019,23,110
12-06-2019,0,36
12-06-2019,1,82
12-06-2019,3,102
12-06-2019,6,76
12-06-2019,7,35
12-06-2019,8,63
12-06-2019,9,109
12-06-2019,10,82
12-06-2019,11,58
12-06-2019,12,140
12-06-2019,13,135
12-06-2019,14,57
12-06-2019,15,65
12-06-2019,16,96
12-06-2019,17,119
12-06-2019,18,87
12-06-2019,19,73
12-06-2019,20,52
12-06-2019,21,53
12-06-2019,22,115
12-06-2019,23,59
13-06-2019,0,23
13-06-2019,1,7
13-06-2019,6,40
13-06-2019,7,68
13-06-2019,8,74
13-06-2019,9,23
13-06-2019,10,80
13-06-2019,11,82
13-06-2019,12,125
13-06-2019,13,62
13-06-2019,14,92
13-06-2019,15,92
13-06-2019,16,107
13-06-2019,17,43
13-06-2019,18,90
13-06-2019,19,93
13-06-2019,20,29
13-06-2019,21,15
13-06-2019,22,105
13-06-2019,23,82
14-06-2019,0,71
14-06-2019,1,104
14-06-2019,2,75
14-06-2019,6,32
14-06-2019,7,98
14-06-2019,8,110
14-06-2019,9,106
14-06-2019,10,41
14-06-2019,11,140
14-06-2019,12,146
14-06-2019,13,139
14-06-2019,14,70
14-06-2019,15,80
14-06-2019,16,94
14-06-2019,17,85
14-06-2019,18,112
14-06-2019,19,32
14-06-2019,20,89
14-06-2019,21,62
14-06-2019,22,102
14-06-2019,23,99
15-06-2019,0,88
15-06-2019,1,61
15-06-2019,2,31
15-06-2019,3,96
15-06-2019,7,91
15-06-2019,8,25
15-06-2019,9,71
15-06-2019,10,156
15-06-2019,11,156
15-06-2019,12,140
15-06-2019,13,192
15-06-2019,14,145
15-06-2019,15,182
15-06-2019,16,169
15-06-2019,17,125
15-06-2019,18,135
15-06-2019,19,56
15-06-2019,20,118
15-06-2019,21,40
15-06-2019,22,113
15-06-2019,23,50
16-06-2019,0,15
16-06-2019,1,90
16-06-2019,2,106
16-06-2019,4,18
16-06-2019,6,80
16-06-2019,7,102
16-06-2019,8,57
16-06-2019,9,103
16-06-2019,10,76
16-06-2019,11,124
16-06-2019,12,137
16-06-2019,13,136
16-06-2019,14,101
16-06-2019,15,72
16-06-2019,16,95
16-06-2019,17,100
16-06-2019,18,93
16-06-2019,19,57
16-06-2019,20,74
16-06-2019,21,89
16-06-2019,22,53
16-06-2019,23,95
17-06-2019,0,66
17-06-2019,6,39
17-06-2019,7,86
17-06-2019,8,92
17-06-2019,9,75
17-06-2019,10,128
17-06-2019,11,97
17-06-2019,12,125
17-06-2019,13,71
17-06-2019,14,98
17-06-2019,15,85
17-06-2019,16,117
17-06-2019,17,68
17-06-2019,18,34
17-06-2019,19,43
17-06-2019,20,26
17-06-2019,21,84
17-06-2019,22,68
17-06-2019,23,84
18-06-2019,0,102
18-06-2019,6,11
18-06-2019,7,74
18-06-2019,8,103
18-06-2019,9,92
18-06-2019,10,51
18-06-2019,11,42
18-06-2019,12,111
18-06-2019,13,103
18-06-2019,14,58
18-06-2019,15,106
18-06-2019,16,38
18-06-2019,17,39
18-06-2019,18,45
18-06-2019,19,86
18-06-2019,20,66
18-06-2019,21,31
18-06-2019,22,85
18-06-2019,23,28
19-06-2019,0,80
19-06-2019,1,97
19-06-2019,2,2
19-06-2019,6,82
19-06-2019,7,23
19-06-2019,8,44
19-06-2019,9,39
19-06-2019,10,92
19-06-2019,11,81
19-06-2019,12,37
19-06-2019,13,82
19-06-2019,14,73
19-06-2019,15,51
19-06-2019,16,127
19-06-2019,17,99
19-06-2019,18,51
19-06-2019,19,35
19-06-2019,20,62
19-06-2019,21,86
19-06-2019,22,104
19-06-2019,23,25
20-06-2019,0,17
20-06-2019,1,94
20-06-2019,2,54
20-06-2019,6,18
20-06-2019,7,88
20-06-2019,8,29
20-06-2019,9,78
20-06-2019,10,20
20-06-2019,11,88
20-06-2019,12,124
20-06-2019,13,44
20-06-2019,14,77
20-06-2019,15,89
20-06-2019,16,116
20-06-2019,17,108
20-06-2019,18,132
20-06-2019,19,72
20-06-2019,20,46
20-06-2019,21,90
20-06-2019,22,93
20-06-2019,23,71
21-06-2019,0,39
21-06-2019,1,105
21-06-2019,2,38
21-06-2019,3,5
21-06-2019,5,3
21-06-2019,6,11
21-06-2019,7,38
21-06-2019,8,94
21-06-2019,9,32
21-06-2019,10,149
21-06-2019,11,167
21-06-2019,12,169
21-06-2019,13,126
21-06-2019,14,147
21-06-2019,15,52
21-06-2019,16,82
21-06-2019,17,118
21-06-2019,18,55
21-06-2019,19,114
21-06-2019,20,57
21-06-2019,21,74
21-06-2019,22,59
21-06-2019,23,59
22-06-2019,0,80
22-06-2019,1,73
22-06-2019,2,18
22-06-2019,3,65
22-06-2019,6,59
22-06-2019,7,73
22-06-2019,8,97
22-06-2019,9,43
22-06-2019,10,72
22-06-2019,11,125
22-06-2019,12,101
22-06-2019,13,125
22-06-2019,14,160
22-06-2019,15,116
22-06-2019,16,87
22-06-2019,17,150
22-06-2019,18,79
22-06-2019,19,106
22-06-2019,20,22
22-06-2019,21,76
22-06-2019,22,55
22-06-2019,23,31
23-06-2019,0,90
23-06-2019,1,101
23-06-2019,2,27
23-06-2019,3,100
23-06-2019,4,51
23-06-2019,6,48
23-06-2019,7,66
23-06-2019,8,22
23-06-2019,9,121
23-06-2019,10,50
23-06-2019,11,88
23-06-2019,12,63
23-06-2019,13,165
23-06-2019,14,125
23-06-2019,15,111
23-06-2019,16,109
23-06-2019,17,83
23-06-2019,18,54
23-06-2019,19,85
23-06-2019,20,93
23-06-2019,21,22
23-06-2019,22,42
23-06-2019,23,104
24-06-2019,0,83
24-06-2019,5,72
24-06-2019,6,72
24-06-2019,7,44
24-06-2019,8,80
24-06-2019,9,92
24-06-2019,10,81
24-06-2019,11,61
24-06-2019,12,81
24-06-2019,13,83
24-06-2019,14,76
24-06-2019,15,81
24-06-2019,16,56
24-06-2019,17,115
24-06-2019,18,114
24-06-2019,19,93
24-06-2019,20,97
24-06-2019,21,17
24-06-2019,22,85
24-06-2019,23,67
25-06-2019,0,95
25-06-2019,1,9
25-06-2019,2,26
25-06-2019,5,75
25-06-2019,6,23
25-06-2019,7,99
25-06-2019,8,75
25-06-2019,9,110
25-06-2019,10,37
25-06-2019,11,113
25-06-2019,12,49
25-06-2019,13,65
25-06-2019,14,111
25-06-2019,15,111
25-06-2019,16,89
25-06-2019,17,54
25-06-2019,18,95
25-06-2019,19,121
25-06-2019,20,66
25-06-2019,21,61
25-06-2019,22,91
25-06-2019,23,70
26-06-2019,0,71
26-06-2019,2,93
26-06-2019,4,3
26-06-2019,5,14
26-06-2019,6,28
26-06-2019,7,86
26-06-2019,8,22
26-06-2019,9,96
26-06-2019,10,20
26-06-2019,11,50
26-06-2019,12,74
26-06-2019,13,84
26-06-2019,14,88
26-06-2019,15,90
26-06-2019,16,102
26-06-2019,17,133
26-06-2019,18,96
26-06-2019,19,100
26-06-2019,20,97
26-06-2019,21,68
26-06-2019,22,25
26-06-2019,23,54
27-06-2019,0,65
27-06-2019,1,40
27-06-2019,2,87
27-06-2019,3,95
27-06-2019,4,11
27-06-2019,6,8
27-06-2019,7,95
27-06-2019,8,100
27-06-2019,9,24
27-06-2019,10,48
27-06-2019,11,134
27-06-2019,12,73
27-06-2019,13,134
27-06-2019,14,97
27-06-2019,15,94
27-06-2019,16,119
27-06-2019,17,83
27-06-2019,18,61
27-06-2019,19,41
27-06-2019,20,56
27-06-2019,21,86
27-06-2019,22,64
27-06-2019,23,60
28-06-2019,0,56
28-06-2019,1,71
28-06-2019,2,81
28-06-2019,6,54
28-06-2019,7,65
28-06-2019,8,17
28-06-2019,9,44
28-06-2019,10,73
28-06-2019,11,117
28-06-2019,12,137
28-06-2019,13,138
28-06-2019,14,58
28-06-2019,15,96
28-06-2019,16,65
28-06-2019,17,69
28-06-2019,18,65
28-06-2019,19,123
28-06-2019,20,115
28-06-2019,21,87
28-06-2019,22,86
28-06-2019,23,40
29-06-2019,0,81
29-06-2019,1,29
29-06-2019,2,66
29-06-2019,3,68
29-06-2019,4,89
29-06-2019,5,7
29-06-2019,7,73
29-06-2019,8,36
29-06-2019,9,36
29-06-2019,10,52
29-06-2019,11,138
29-06-2019,12,148
29-06-2019,13,166
29-06-2019,14,75
29-06-2019,15,147
29-06-2019,16,156
29-06-2019,17,87
29-06-2019,18,86
29-06-2019,19,40
29-06-2019,20,36
29-06-2019,21,28
29-06-2019,22,66
29-06-2019,23,72
30-06-2019,0,8
30-06-2019,1,19
30-06-2019,5,9
30-06-2019,6,93
30-06-2019,7,107
30-06-2019,8,73
30-06-2019,9,128
30-06-2019,10,45
30-06-2019,11,47
30-06-2019,12,51
30-06-2019,13,97
30-06-2019,14,147
30-06-2019,15,104
30-06-2019,16,111
30-06-2019,17,131
30-06-2019,18,83
30-06-2019,19,107
30-06-2019,20,91
30-06-2019,21,58
30-06-2019,22,97
30-06-2019,23,78
01-07-2019,0,60
01-07-2019,1,28
01-07-2019,2,18
01-07-2019,4,98
01-07-2019,6,38
01-07-2019,7,43
01-07-2019,8,59
01-07-2019,9,85
01-07-2019,10,92
01-07-2019,11,42
01-07-2019,12,39
01-07-2019,13,53
01-07-2019,14,122
01-07-2019,15,50
01-07-2019,16,25
01-07-2019,17,121
01-07-2019,18,86
01-07-2019,19,28
01-07-2019,20,46
01-07-2019,21,32
01-07-2019,22,92
02-07-2019,0,81
02-07-2019,6,79
02-07-2019,7,33
02-07-2019,8,90
02-07-2019,9,94
02-07-2019,10,26
02-07-2019,11,73
02-07-2019,12,53
02-07-2019,13,40
02-07-2019,14,90
02-07-2019,15,49
02-07-2019,16,44
02-07-2019,17,103
02-07-2019,18,12
02-07-2019,19,56
02-07-2019,20,26
02-07-2019,21,24
03-07-2019,3,63
03-07-2019,6,84
03-07-2019,7,62
03-07-2019,8,18
03-07-2019,9,38
03-07-2019,10,82
03-07-2019,12,2
03-07-2019,13,69
03-07-2019,14,80
03-07-2019,15,75
03-07-2019,16,20
03-07-2019,17,5
03-07-2019,18,30
03-07-2019,19,54
03-07-2019,20,30
03-07-2019,21,94
03-07-2019,23,11
04-07-2019,6,31
04-07-2019,7,75
04-07-2019,8,69
04-07-2019,9,72
04-07-2019,10,91
04-07-2019,11,21
04-07-2019,12,109
04-07-2019,13,90
04-07-2019,14,120
04-07-2019,15,124
04-07-2019,16,77
04-07-2019,17,66
04-07-2019,18,59
04-07-2019,19,111
04-07-2019,20,51
04-07-2019,21,98
04-07-2019,22,85
04-07-2019,23,59
05-07-2019,0,85
05-07-2019,1,56
05-07-2019,2,6
05-07-2019,6,64
05-07-2019,7,58
05-07-2019,8,77
05-07-2019,9,28
05-07-2019,10,111
05-07-2019,11,103
05-07-2019,12,73
05-07-2019,13,131
05-07-2019,14,85
05-07-2019,15,99
05-07-2019,16,131
05-07-2019,17,119
05-07-2019,18,83
05-07-2019,19,75
05-07-2019,20,95
05-07-2019,21,89
05-07-2019,22,53
05-07-2019,23,88
06-07-2019,0,103
06-07-2019,1,74
06-07-2019,2,65
06-07-2019,7,82
06-07-2019,8,117
06-07-2019,9,99
06-07-2019,10,71
06-07-2019,11,108
06-07-2019,12,142
06-07-2019,13,152
06-07-2019,14,180
06-07-2019,15,119
06-07-2019,16,128
06-07-2019,17,92
06-07-2019,18,120
06-07-2019,19,112
06-07-2019,20,10
06-07-2019,21,68
06-07-2019,22,112
06-07-2019,23,70
07-07-2019,0,68
07-07-2019,1,111
07-07-2019,2,66
07-07-2019,4,92
07-07-2019,7,51
07-07-2019,8,62
07-07-2019,9,38
07-07-2019,10,38
07-07-2019,11,112
07-07-2019,12,83
07-07-2019,13,95
07-07-2019,14,170
07-07-2019,15,253
07-07-2019,16,147
07-07-2019,17,134
07-07-2019,18,133
07-07-2019,19,75
07-07-2019,20,42
07-07-2019,21,29
07-07-2019,22,96
08-07-2019,0,61
08-07-2019,1,23
08-07-2019,6,74
08-07-2019,7,38
08-07-2019,8,50
08-07-2019,9,58
08-07-2019,10,40
08-07-2019,11,148
08-07-2019,12,111
